,Gender,Occupation Status,Age,Education,Marital_Status,Dependants,Salary,State_Code,Current Loan,Tenure,Previous Loans,Defaulted,Status
42310,1,1,48,1,0,1,385379,5,1,3,1,1,1
42311,1,2,48,1,1,1,38252,3,0,0,1,0,0
42312,0,2,47,0,1,0,132213,5,0,0,1,0,1
42313,0,1,46,1,0,0,24261,3,0,0,1,0,0
42314,1,2,28,0,0,0,132213,5,1,3,4,1,1
42315,0,2,31,1,1,1,10454,2,0,0,0,0,0
42316,1,2,41,1,1,3,94571,4,1,2,2,0,0
42317,1,1,49,0,1,4,99468,2,0,0,0,0,0
42318,1,2,37,1,1,5,94571,4,0,0,2,0,0
42319,1,1,33,1,1,4,385379,5,1,2,2,0,1
42320,0,1,41,1,1,4,203437,4,0,0,0,0,1
42321,1,2,19,0,1,0,132213,5,1,3,1,1,1
42322,0,2,46,1,0,1,94571,4,1,3,1,0,0
42323,0,2,35,1,1,1,132213,5,0,0,0,0,1
42324,0,1,38,1,1,5,24261,3,1,3,3,1,0
42325,0,2,22,1,0,0,38252,3,1,3,1,1,0
42326,0,1,38,1,1,5,203437,4,0,0,0,0,1
42327,1,2,27,1,1,4,10454,2,1,3,3,1,0
42328,1,2,24,0,0,0,132213,5,0,0,0,0,1
42329,0,2,21,0,0,1,132213,5,1,4,1,1,1
42330,0,1,40,1,1,3,385379,5,1,2,1,0,1
42331,0,1,20,0,0,1,99468,2,0,0,1,1,0
42332,0,2,36,0,1,0,94571,4,0,0,0,0,0
42333,0,1,41,1,0,1,24261,3,0,0,0,0,0
42334,0,2,48,1,1,0,132213,5,1,4,1,1,1
42335,1,2,37,0,0,0,132213,5,0,0,1,1,1
42336,1,1,25,0,1,2,385379,5,0,0,0,0,1
42337,0,2,21,0,1,4,10454,2,0,0,0,0,0
42338,0,2,46,0,0,1,132213,5,0,0,0,0,1
42339,0,2,46,0,1,3,38252,3,1,3,1,0,0
42340,1,1,36,1,1,4,203437,4,0,0,0,0,1
42341,0,2,38,1,1,2,132213,5,0,0,0,0,1
42342,0,1,49,0,1,5,385379,5,0,0,2,0,1
42343,0,1,38,1,1,5,203437,4,0,0,1,1,1
42344,1,2,37,1,1,3,38252,3,0,0,0,0,0
42345,0,2,27,1,0,0,38252,3,1,3,3,1,0
42346,0,2,34,0,1,2,132213,5,0,0,1,0,1
42347,1,1,24,0,0,1,385379,5,0,0,0,0,1
42348,1,2,39,1,0,0,132213,5,0,0,0,0,1
42349,0,2,47,1,1,2,132213,5,0,0,0,0,1
42350,1,1,30,1,1,0,203437,4,1,1,3,0,1
42351,0,2,46,0,1,3,38252,3,0,0,0,0,0
42352,1,2,24,0,1,0,94571,4,0,0,0,0,0
42353,0,2,31,1,0,1,132213,5,1,2,2,1,1
42354,0,2,45,0,0,0,94571,4,0,0,0,0,0
42355,1,0,42,0,1,3,12730,5,0,0,0,0,0
42356,0,1,23,1,1,1,203437,4,0,0,0,0,1
42357,0,1,47,1,1,5,99468,2,0,0,1,0,0
42358,1,2,49,0,1,4,132213,5,0,0,1,0,1
42359,0,0,31,1,0,0,19999,4,0,0,0,0,0
42360,1,2,38,1,0,1,132213,5,0,0,1,1,1
42361,1,2,25,0,1,4,38252,3,0,0,0,0,0
42362,0,2,30,1,1,5,94571,4,0,0,0,0,0
42363,0,1,48,0,1,0,385379,5,0,0,1,1,1
42364,0,2,39,1,1,1,132213,5,1,2,4,0,1
42365,0,1,22,1,1,2,203437,4,0,0,0,0,1
42366,1,2,48,1,1,2,38252,3,1,3,2,0,0
42367,0,2,23,1,0,1,10454,2,0,0,1,0,0
42368,1,2,34,0,1,0,132213,5,0,0,1,1,1
42369,0,2,45,1,1,4,132213,5,1,4,2,1,1
42370,1,2,22,0,1,5,94571,4,1,1,1,0,0
42371,0,1,26,1,1,5,385379,5,0,0,0,0,1
42372,0,1,34,1,1,1,385379,5,1,3,4,0,1
42373,1,2,26,1,0,0,132213,5,0,0,1,0,1
42374,0,1,35,1,0,0,203437,4,0,0,2,1,1
42375,1,2,32,0,1,3,132213,5,1,2,2,0,1
42376,1,0,30,1,0,0,19999,4,0,0,1,1,0
42377,0,2,21,0,0,0,94571,4,0,0,0,0,0
42378,1,2,45,1,1,5,132213,5,0,0,0,0,1
42379,0,2,38,1,1,4,38252,3,0,0,0,0,0
42380,1,0,20,0,0,0,19999,4,0,0,1,1,0
42381,1,1,48,0,1,4,99468,2,1,4,4,0,0
42382,0,2,31,1,1,1,132213,5,0,0,0,0,1
42383,0,1,39,0,1,0,385379,5,1,1,2,1,1
42384,0,2,29,0,0,0,94571,4,0,0,0,0,0
42385,0,2,42,1,1,3,94571,4,1,1,3,0,0
42386,0,2,30,1,1,3,94571,4,1,4,1,0,0
42387,1,1,36,1,1,3,99468,2,0,0,2,0,0
42388,1,0,48,1,1,5,12730,5,0,0,0,0,0
42389,0,2,27,0,1,3,132213,5,0,0,1,0,1
42390,0,2,47,1,1,1,94571,4,1,1,1,0,0
42391,0,2,25,0,0,1,10454,2,1,2,1,0,0
42392,0,2,24,0,1,3,94571,4,1,3,3,0,0
42393,1,2,42,0,1,3,132213,5,0,0,1,0,1
42394,0,1,32,1,1,1,203437,4,0,0,0,0,1
42395,1,1,36,0,1,2,203437,4,0,0,1,0,1
42396,0,2,32,1,0,0,132213,5,0,0,0,0,1
42397,1,2,23,1,0,1,94571,4,1,2,2,1,0
42398,0,2,38,0,0,0,94571,4,1,4,1,1,0
42399,0,1,42,0,1,1,99468,2,0,0,1,1,0
42400,1,2,31,1,0,1,94571,4,0,0,0,0,0
42401,0,1,19,0,1,5,385379,5,0,0,1,1,1
42402,1,2,30,0,1,3,94571,4,1,1,1,0,0
42403,0,2,37,1,1,4,132213,5,0,0,0,0,1
42404,1,1,28,1,1,2,385379,5,0,0,0,0,1
42405,0,0,42,1,1,0,12730,5,0,0,1,0,0
42406,0,2,23,1,0,0,94571,4,1,2,1,1,0
42407,0,1,38,1,0,1,385379,5,0,0,0,0,1
42408,0,1,24,1,1,0,385379,5,1,2,1,0,1
42409,1,0,30,1,0,1,12730,5,0,0,0,0,0
42410,0,0,39,1,0,1,12730,5,0,0,0,0,0
42411,0,0,21,0,0,1,12730,5,1,3,3,0,0
42412,0,0,47,1,1,5,12730,5,0,0,0,0,0
42413,0,1,45,1,0,1,24261,3,1,4,1,0,0
42414,0,2,32,1,1,1,10454,2,0,0,2,1,0
42415,0,0,39,0,0,1,12730,5,0,0,0,0,0
42416,0,2,22,0,0,1,10454,2,0,0,0,0,0
42417,0,2,35,1,1,5,132213,5,0,0,0,0,1
42418,1,2,35,0,1,2,132213,5,0,0,1,0,1
42419,1,1,32,1,0,0,385379,5,0,0,0,0,1
42420,0,1,33,1,0,0,385379,5,0,0,0,0,1
42421,1,2,25,1,1,3,132213,5,1,2,3,0,1
42422,0,0,22,0,0,1,12730,5,1,1,1,1,0
42423,0,1,35,0,1,2,385379,5,0,0,1,1,1
42424,0,1,24,0,0,0,385379,5,0,0,0,0,1
42425,1,2,29,1,0,1,132213,5,1,3,2,1,1
42426,1,2,30,1,1,4,132213,5,0,0,1,1,1
42427,0,1,33,1,0,1,385379,5,0,0,1,0,1
42428,1,1,45,1,1,3,385379,5,0,0,0,0,1
42429,1,0,30,1,1,1,6959,3,0,0,0,0,0
42430,1,2,29,1,1,3,132213,5,0,0,0,0,1
42431,0,2,45,1,1,4,132213,5,1,4,2,1,1
42432,1,2,35,0,0,1,132213,5,0,0,0,0,1
42433,0,1,26,1,0,1,385379,5,0,0,1,1,1
42434,0,2,30,1,1,2,132213,5,1,4,1,1,1
42435,0,1,47,0,1,2,385379,5,1,3,2,0,1
42436,0,2,27,0,1,0,10454,2,0,0,0,0,0
42437,1,1,29,0,0,1,385379,5,0,0,0,0,1
42438,0,2,21,0,0,1,132213,5,0,0,1,0,1
42439,1,2,25,0,1,4,94571,4,0,0,0,0,0
42440,0,0,47,1,0,0,5455,2,0,0,0,0,0
42441,0,2,49,1,0,0,132213,5,0,0,0,0,1
42442,1,2,39,1,0,0,132213,5,0,0,0,0,1
42443,0,2,21,0,1,0,132213,5,0,0,0,0,1
42444,1,2,39,1,0,1,38252,3,1,3,3,0,0
42445,0,0,34,0,1,0,19999,4,0,0,0,0,0
42446,0,1,28,0,1,4,203437,4,0,0,1,1,1
42447,0,2,41,1,1,4,132213,5,0,0,1,1,1
42448,1,2,25,0,1,3,94571,4,0,0,1,0,0
42449,1,1,43,1,0,0,385379,5,1,3,1,0,1
42450,0,1,42,0,1,5,203437,4,0,0,0,0,1
42451,1,2,38,1,1,2,132213,5,0,0,0,0,1
42452,0,2,33,0,1,0,38252,3,0,0,0,0,0
42453,1,1,39,1,1,4,203437,4,0,0,0,0,1
42454,0,0,39,1,0,1,12730,5,1,2,2,1,0
42455,0,2,28,0,1,5,94571,4,0,0,0,0,0
42456,0,1,30,1,1,3,24261,3,1,3,1,1,0
42457,0,2,36,1,1,3,38252,3,0,0,0,0,0
42458,0,2,46,1,1,3,132213,5,0,0,1,0,1
42459,1,1,41,1,1,1,385379,5,0,0,1,1,1
42460,0,0,41,1,1,5,19999,4,0,0,1,0,0
42461,1,0,27,1,1,0,12730,5,0,0,0,0,0
42462,0,2,47,0,0,1,132213,5,0,0,1,0,1
42463,1,1,27,0,1,3,99468,2,0,0,2,1,0
42464,1,1,22,0,0,1,99468,2,0,0,0,0,0
42465,1,2,23,1,0,1,10454,2,0,0,0,0,0
42466,0,2,25,0,0,0,132213,5,0,0,0,0,1
42467,0,0,44,1,1,1,5455,2,0,0,1,1,0
42468,1,2,49,0,0,0,132213,5,1,4,3,0,1
42469,1,1,25,0,1,2,203437,4,0,0,1,1,1
42470,0,2,29,1,1,3,94571,4,1,2,1,0,0
42471,0,2,28,0,1,3,132213,5,1,4,2,1,1
42472,0,1,29,0,1,4,385379,5,0,0,1,1,1
42473,1,2,42,1,0,1,132213,5,0,0,1,1,1
42474,1,2,42,0,1,4,132213,5,0,0,1,0,1
42475,1,2,36,1,1,1,132213,5,1,4,1,0,1
42476,0,2,30,1,0,0,132213,5,0,0,0,0,1
42477,1,2,43,0,1,1,94571,4,1,4,1,1,0
42478,0,2,34,1,1,1,132213,5,0,0,0,0,1
42479,1,1,45,0,1,2,24261,3,0,0,0,0,0
42480,1,2,22,1,0,0,132213,5,0,0,0,0,1
42481,0,1,35,0,1,3,24261,3,0,0,0,0,0
42482,0,2,35,1,1,0,38252,3,0,0,0,0,0
42483,1,2,39,0,1,4,94571,4,0,0,1,1,0
42484,0,2,41,1,0,0,94571,4,1,3,1,1,0
42485,1,2,23,1,0,0,10454,2,0,0,0,0,0
42486,0,2,49,0,1,4,10454,2,0,0,0,0,0
42487,0,2,31,0,1,3,10454,2,1,3,2,0,0
42488,0,2,21,0,0,1,132213,5,0,0,0,0,1
42489,0,2,45,1,1,0,94571,4,1,4,2,0,0
42490,0,2,41,1,0,1,132213,5,0,0,1,0,1
42491,0,2,35,0,0,1,94571,4,0,0,0,0,0
42492,0,1,29,0,0,1,385379,5,0,0,0,0,1
42493,0,2,19,0,0,1,94571,4,0,0,1,1,0
42494,0,2,46,0,1,2,94571,4,0,0,0,0,0
42495,0,1,36,1,0,0,99468,2,0,0,1,0,0
42496,0,2,35,1,1,5,132213,5,0,0,1,1,1
42497,1,1,27,0,1,1,99468,2,0,0,0,0,0
42498,0,2,38,0,1,3,94571,4,0,0,0,0,0
42499,0,2,25,1,0,1,94571,4,1,3,2,0,0
42500,0,1,23,1,0,0,203437,4,0,0,0,0,1
42501,1,2,48,1,1,1,94571,4,0,0,0,0,0
42502,0,2,34,1,0,1,132213,5,0,0,1,0,1
42503,1,2,25,0,0,1,132213,5,1,3,1,0,1
42504,0,0,31,1,0,0,19999,4,0,0,1,1,0
42505,1,2,31,1,1,5,132213,5,0,0,0,0,1
42506,0,2,33,1,1,2,94571,4,0,0,0,0,0
42507,1,0,41,1,1,3,5455,2,0,0,1,1,0
42508,1,1,35,1,1,4,385379,5,1,2,1,1,1
42509,0,2,35,1,0,0,94571,4,1,2,3,0,0
42510,0,1,45,1,0,0,385379,5,0,0,0,0,1
42511,1,2,37,0,1,0,94571,4,1,3,3,0,0
42512,0,2,28,0,1,3,94571,4,0,0,1,1,0
42513,0,2,20,0,1,5,94571,4,1,3,1,0,0
42514,0,0,32,0,1,0,5455,2,0,0,0,0,0
42515,0,2,41,0,1,1,132213,5,0,0,1,1,1
42516,0,2,21,0,0,0,94571,4,0,0,1,0,0
42517,1,2,25,0,0,0,94571,4,0,0,0,0,0
42518,1,1,43,1,1,1,203437,4,1,2,2,0,1
42519,0,0,46,1,1,5,19999,4,1,2,3,0,0
42520,0,2,29,1,0,0,132213,5,0,0,1,0,1
42521,0,1,35,0,1,4,385379,5,1,1,3,0,1
42522,1,1,33,1,1,4,24261,3,0,0,1,0,0
42523,0,2,37,0,1,3,94571,4,0,0,0,0,0
42524,1,1,47,1,1,5,203437,4,0,0,0,0,1
42525,1,1,29,1,1,4,385379,5,1,4,1,0,1
42526,1,1,33,1,1,5,99468,2,0,0,2,1,0
42527,0,0,33,1,0,0,6959,3,0,0,0,0,0
42528,0,1,24,0,0,0,203437,4,1,2,1,0,1
42529,1,2,33,0,1,2,132213,5,0,0,0,0,1
42530,0,2,47,0,1,1,132213,5,0,0,1,0,1
42531,0,0,27,1,1,4,12730,5,0,0,0,0,0
42532,0,1,23,0,1,5,24261,3,0,0,1,0,0
42533,0,1,37,0,1,4,24261,3,0,0,1,0,0
42534,1,2,42,1,1,0,132213,5,0,0,1,0,1
42535,0,2,47,0,0,1,94571,4,0,0,0,0,0
42536,0,2,48,1,0,1,38252,3,1,2,2,0,0
42537,1,1,46,0,1,3,203437,4,0,0,1,1,1
42538,0,2,23,1,0,0,132213,5,0,0,0,0,1
42539,0,2,49,1,1,4,132213,5,0,0,0,0,1
42540,0,2,40,1,0,0,38252,3,0,0,1,1,0
42541,0,2,31,1,0,1,132213,5,0,0,0,0,1
42542,0,2,36,0,1,2,38252,3,0,0,0,0,0
42543,0,2,38,0,0,0,132213,5,0,0,0,0,1
42544,1,2,35,1,1,2,38252,3,0,0,0,0,0
42545,0,1,33,1,1,2,385379,5,0,0,1,0,1
42546,0,0,32,0,1,2,5455,2,0,0,2,0,0
42547,0,2,47,1,1,5,132213,5,1,3,1,0,1
42548,0,2,34,0,1,1,10454,2,0,0,0,0,0
42549,0,1,22,1,0,0,385379,5,0,0,0,0,1
42550,0,1,35,1,1,2,24261,3,1,4,1,0,0
42551,0,1,38,0,1,0,24261,3,1,1,1,0,0
42552,1,2,32,0,1,1,132213,5,0,0,2,0,1
42553,0,2,36,0,1,2,94571,4,0,0,0,0,0
42554,0,2,24,1,0,0,94571,4,1,3,1,0,0
42555,0,1,40,1,1,5,24261,3,0,0,1,0,0
42556,1,2,26,1,1,2,38252,3,1,4,1,1,0
42557,1,1,27,1,1,5,385379,5,0,0,0,0,1
42558,1,2,42,1,1,2,132213,5,0,0,1,0,1
42559,0,1,19,0,1,0,99468,2,1,4,2,1,0
42560,0,1,31,1,1,5,99468,2,0,0,0,0,0
42561,0,1,21,0,0,0,24261,3,1,2,2,0,0
42562,1,1,24,0,0,1,385379,5,0,0,1,1,1
42563,0,2,35,0,1,4,132213,5,1,4,1,1,1
42564,0,0,26,0,0,1,12730,5,0,0,0,0,0
42565,1,1,48,1,1,1,24261,3,0,0,2,0,0
42566,0,2,24,0,0,1,132213,5,0,0,0,0,1
42567,1,2,34,0,1,1,38252,3,0,0,1,1,0
42568,1,1,19,0,1,2,203437,4,0,0,2,1,1
42569,0,2,28,1,0,1,10454,2,0,0,0,0,0
42570,1,2,36,1,1,1,132213,5,0,0,1,1,1
42571,1,2,40,1,0,1,94571,4,0,0,0,0,0
42572,1,1,44,0,1,3,203437,4,0,0,0,0,1
42573,0,1,32,0,1,5,99468,2,0,0,2,1,0
42574,1,2,42,1,1,0,132213,5,1,1,3,1,1
42575,1,2,23,0,1,2,132213,5,1,3,1,0,1
42576,0,1,35,0,1,5,24261,3,0,0,1,0,0
42577,0,2,32,0,0,0,132213,5,0,0,1,0,1
42578,0,1,44,0,1,0,385379,5,1,3,1,0,1
42579,1,2,36,1,1,3,94571,4,0,0,1,0,0
42580,0,2,22,0,0,0,10454,2,0,0,1,1,0
42581,0,1,38,1,1,3,203437,4,1,1,1,0,1
42582,1,2,41,1,1,1,132213,5,0,0,1,0,1
42583,0,2,20,0,0,1,132213,5,0,0,1,0,1
42584,0,2,25,1,1,4,94571,4,1,1,3,1,0
42585,0,2,25,1,0,1,10454,2,0,0,2,0,0
42586,0,2,25,1,0,0,38252,3,1,1,2,1,0
42587,0,2,31,1,1,3,132213,5,0,0,1,0,1
42588,0,2,37,1,1,0,132213,5,0,0,0,0,1
42589,0,2,40,1,1,1,94571,4,1,4,1,1,0
42590,0,1,46,0,0,0,24261,3,0,0,2,1,0
42591,0,2,24,1,1,1,38252,3,0,0,0,0,0
42592,1,2,38,0,1,3,132213,5,0,0,0,0,1
42593,0,1,35,0,1,2,385379,5,0,0,0,0,1
42594,1,2,43,0,1,2,38252,3,0,0,1,1,0
42595,1,1,36,1,0,0,385379,5,1,1,4,0,1
42596,0,2,43,1,0,0,132213,5,0,0,1,0,1
42597,0,2,42,1,1,0,94571,4,0,0,1,1,0
42598,0,2,19,0,1,2,94571,4,0,0,1,0,0
42599,0,1,45,1,1,5,385379,5,1,2,2,0,1
42600,1,2,41,1,1,0,38252,3,0,0,1,1,0
42601,0,1,31,1,1,4,99468,2,0,0,1,0,0
42602,1,2,44,1,1,1,132213,5,1,1,3,0,1
42603,0,2,37,1,1,2,132213,5,0,0,1,1,1
42604,0,2,34,1,1,4,94571,4,0,0,2,0,0
42605,0,1,28,1,1,3,385379,5,0,0,1,0,1
42606,0,2,31,0,1,2,38252,3,1,3,4,1,0
42607,0,2,28,1,0,0,132213,5,1,3,2,0,1
42608,0,2,48,1,0,1,38252,3,0,0,1,0,0
42609,1,2,48,0,0,0,38252,3,0,0,1,1,0
42610,0,0,32,0,1,3,12730,5,0,0,0,0,0
42611,1,2,27,0,1,0,38252,3,0,0,0,0,0
42612,0,1,39,1,1,2,99468,2,0,0,0,0,0
42613,0,2,29,1,1,2,38252,3,0,0,1,0,0
42614,0,2,21,0,0,0,132213,5,1,4,3,0,1
42615,0,1,26,1,1,4,99468,2,0,0,1,0,0
42616,1,0,30,1,1,3,5455,2,0,0,0,0,0
42617,1,2,21,0,0,1,10454,2,0,0,1,1,0
42618,1,2,25,0,1,1,132213,5,0,0,0,0,1
42619,0,0,32,1,0,1,19999,4,0,0,0,0,0
42620,0,1,25,1,0,1,203437,4,1,3,3,1,1
42621,1,1,25,1,1,4,385379,5,1,3,1,1,1
42622,0,1,32,1,1,0,203437,4,0,0,0,0,1
42623,0,2,30,1,1,0,132213,5,0,0,0,0,1
42624,0,1,19,0,1,2,24261,3,0,0,0,0,0
42625,0,2,45,0,1,3,94571,4,0,0,0,0,0
42626,0,2,23,0,1,3,38252,3,1,3,3,1,0
42627,1,2,46,1,1,1,38252,3,0,0,0,0,0
42628,0,2,29,1,0,1,38252,3,0,0,1,1,0
42629,1,0,19,0,1,3,6959,3,0,0,0,0,0
42630,0,0,41,1,1,5,5455,2,0,0,0,0,0
42631,0,2,31,0,1,0,38252,3,0,0,2,0,0
42632,0,1,47,1,1,5,385379,5,1,3,1,0,1
42633,0,1,42,0,1,3,99468,2,0,0,0,0,0
42634,0,2,41,1,1,3,132213,5,1,2,3,0,1
42635,0,2,35,0,1,4,94571,4,0,0,0,0,0
42636,0,2,21,0,0,1,38252,3,1,3,3,0,0
42637,0,1,49,1,1,1,24261,3,0,0,0,0,0
42638,0,2,28,1,1,2,38252,3,0,0,0,0,0
42639,1,2,37,0,1,1,94571,4,1,1,2,1,0
42640,0,2,49,1,1,4,38252,3,1,2,3,0,0
42641,0,2,25,1,0,1,132213,5,0,0,0,0,1
42642,0,1,38,0,1,0,385379,5,1,1,2,0,1
42643,0,1,46,0,0,0,385379,5,0,0,0,0,1
42644,0,2,21,0,0,1,94571,4,0,0,1,1,0
42645,0,0,40,1,1,3,19999,4,0,0,0,0,0
42646,0,2,30,1,1,0,10454,2,0,0,0,0,0
42647,0,1,44,1,1,3,385379,5,1,4,3,1,1
42648,0,0,40,0,1,2,6959,3,0,0,1,1,0
42649,1,0,28,1,1,5,6959,3,0,0,0,0,0
42650,0,2,39,1,1,5,132213,5,0,0,0,0,1
42651,0,2,30,1,0,0,132213,5,0,0,1,0,1
42652,0,2,33,0,1,2,38252,3,1,3,2,0,0
42653,0,2,24,1,0,0,94571,4,1,1,1,1,0
42654,1,2,37,0,1,4,94571,4,0,0,2,0,0
42655,0,2,48,0,0,1,132213,5,0,0,2,1,1
42656,1,1,49,1,1,5,385379,5,1,4,2,1,1
42657,0,2,47,0,1,3,38252,3,1,4,1,1,0
42658,0,1,44,1,1,4,385379,5,1,3,4,1,1
42659,0,1,23,0,0,1,24261,3,1,3,1,1,0
42660,1,1,43,0,1,0,385379,5,1,3,1,0,1
42661,1,2,38,1,1,4,132213,5,0,0,0,0,1
42662,1,2,45,1,1,4,94571,4,1,3,2,0,0
42663,0,1,20,0,0,1,24261,3,1,1,1,0,0
42664,0,1,39,1,0,0,203437,4,0,0,0,0,1
42665,1,1,37,0,0,0,385379,5,0,0,1,0,1
42666,0,1,46,0,1,0,203437,4,1,4,3,0,1
42667,0,2,49,1,0,1,10454,2,0,0,0,0,0
42668,1,2,37,1,1,4,38252,3,0,0,0,0,0
42669,0,1,22,1,0,1,385379,5,0,0,0,0,1
42670,0,1,46,0,1,4,203437,4,1,1,1,0,1
42671,0,1,38,0,1,4,385379,5,1,1,2,0,1
42672,1,1,23,1,0,0,385379,5,0,0,1,0,1
42673,0,2,25,1,0,1,94571,4,0,0,0,0,0
42674,0,1,22,0,1,1,24261,3,0,0,0,0,0
42675,1,2,29,1,1,4,132213,5,0,0,0,0,1
42676,0,2,41,1,1,3,10454,2,0,0,0,0,0
42677,0,1,43,1,1,4,385379,5,0,0,1,1,1
42678,1,2,21,0,0,0,132213,5,0,0,0,0,1
42679,1,1,23,1,1,4,24261,3,0,0,1,1,0
42680,1,0,38,0,1,5,12730,5,0,0,0,0,0
42681,1,2,33,1,0,0,38252,3,1,3,1,1,0
42682,1,2,43,0,0,0,132213,5,0,0,2,1,1
42683,1,2,39,0,1,4,132213,5,0,0,2,1,1
42684,1,2,44,0,0,0,132213,5,0,0,0,0,1
42685,0,1,36,0,0,0,24261,3,0,0,0,0,0
42686,1,2,34,1,1,0,132213,5,0,0,1,1,1
42687,0,2,34,1,1,1,38252,3,0,0,0,0,0
42688,1,1,28,0,1,1,203437,4,1,4,2,0,1
42689,1,2,19,0,1,0,132213,5,1,4,1,1,1
42690,1,2,41,1,1,0,10454,2,0,0,1,0,0
42691,1,2,29,1,0,0,94571,4,1,4,4,1,0
42692,1,2,35,0,1,5,132213,5,1,4,2,0,1
42693,0,1,42,1,1,2,99468,2,0,0,1,0,0
42694,1,2,33,1,1,0,94571,4,0,0,0,0,0
42695,1,2,43,1,1,4,132213,5,0,0,1,1,1
42696,1,2,25,0,0,1,132213,5,0,0,0,0,1
42697,1,2,43,0,1,3,132213,5,0,0,0,0,1
42698,1,0,44,0,1,3,12730,5,0,0,1,0,0
42699,1,1,24,0,1,4,385379,5,0,0,0,0,1
42700,0,0,33,0,0,1,19999,4,0,0,1,0,0
42701,0,1,33,1,1,4,385379,5,0,0,1,0,1
42702,0,1,25,1,0,0,385379,5,0,0,0,0,1
42703,1,1,21,0,0,0,24261,3,0,0,0,0,0
42704,1,1,32,1,1,2,385379,5,0,0,1,1,1
42705,0,2,48,0,1,0,132213,5,0,0,2,1,1
42706,1,1,27,0,0,0,203437,4,1,2,1,0,1
42707,0,1,21,0,0,1,385379,5,1,4,1,0,1
42708,1,2,24,0,1,5,38252,3,0,0,1,0,0
42709,0,1,38,1,0,1,24261,3,0,0,0,0,0
42710,0,2,27,0,1,1,38252,3,0,0,2,1,0
42711,1,2,19,0,1,5,132213,5,1,2,2,0,1
42712,0,1,27,1,1,0,385379,5,1,3,1,1,1
42713,0,2,30,1,0,0,132213,5,1,2,2,1,1
42714,0,1,22,1,1,1,385379,5,0,0,1,1,1
42715,0,2,44,1,0,1,94571,4,0,0,1,1,0
42716,0,2,34,0,0,1,132213,5,0,0,0,0,1
42717,0,2,23,1,1,2,38252,3,0,0,1,1,0
42718,0,0,45,1,0,1,12730,5,0,0,1,1,0
42719,1,2,47,0,1,2,10454,2,1,3,1,0,0
42720,0,2,35,1,0,0,10454,2,1,1,2,1,0
42721,0,2,48,1,1,1,94571,4,0,0,0,0,0
42722,1,2,35,1,0,0,94571,4,0,0,0,0,0
42723,1,2,24,0,1,0,132213,5,1,4,1,0,1
42724,0,2,44,1,0,0,132213,5,0,0,0,0,1
42725,1,2,49,0,0,0,38252,3,0,0,0,0,0
42726,0,0,47,1,0,1,6959,3,0,0,1,0,0
42727,0,2,49,1,1,5,132213,5,0,0,0,0,1
42728,1,0,33,1,1,1,6959,3,1,2,3,0,0
42729,1,0,19,0,0,1,19999,4,0,0,0,0,0
42730,0,1,31,1,1,0,385379,5,0,0,0,0,1
42731,1,1,34,0,1,2,24261,3,0,0,0,0,0
42732,0,2,20,0,0,0,38252,3,0,0,0,0,0
42733,0,2,47,1,0,1,38252,3,1,4,1,0,0
42734,0,2,48,1,1,2,132213,5,0,0,1,1,1
42735,0,1,37,1,1,1,385379,5,0,0,0,0,1
42736,0,0,41,1,1,3,12730,5,1,2,3,1,0
42737,0,2,20,0,0,1,132213,5,0,0,1,0,1
42738,1,0,39,0,1,2,12730,5,0,0,0,0,0
42739,0,2,43,0,1,2,38252,3,0,0,0,0,0
42740,0,2,30,1,1,4,38252,3,0,0,1,0,0
42741,0,2,30,1,1,0,132213,5,0,0,0,0,1
42742,0,1,44,1,1,1,203437,4,1,4,3,1,1
42743,0,2,26,1,0,0,94571,4,0,0,0,0,0
42744,0,2,30,1,0,1,132213,5,0,0,0,0,1
42745,0,1,42,0,0,1,203437,4,1,4,4,1,1
42746,0,1,29,0,1,1,99468,2,0,0,0,0,0
42747,0,2,20,0,0,1,94571,4,1,2,1,0,0
42748,0,1,19,0,0,1,203437,4,1,1,3,1,1
42749,0,1,43,0,1,5,99468,2,0,0,1,1,0
42750,0,1,44,1,1,2,385379,5,0,0,1,0,1
42751,0,2,46,1,1,3,94571,4,1,1,2,0,0
42752,1,1,22,1,0,1,99468,2,0,0,0,0,0
42753,1,1,27,1,1,0,203437,4,0,0,0,0,1
42754,0,2,45,1,1,5,132213,5,0,0,0,0,1
42755,0,2,48,1,1,5,132213,5,1,1,1,1,1
42756,0,1,46,0,1,3,385379,5,0,0,0,0,1
42757,0,2,45,0,0,1,10454,2,1,3,2,0,0
42758,0,2,25,0,1,3,132213,5,1,1,1,1,1
42759,0,1,46,1,1,1,385379,5,0,0,1,0,1
42760,0,0,40,1,0,1,12730,5,0,0,0,0,0
42761,1,1,44,0,1,2,385379,5,0,0,1,1,1
42762,1,1,47,1,0,1,203437,4,1,2,1,0,1
42763,0,2,43,1,1,5,38252,3,0,0,0,0,0
42764,1,2,28,0,1,2,132213,5,1,1,2,0,1
42765,0,1,38,1,1,0,385379,5,1,2,2,0,1
42766,0,1,32,1,1,1,99468,2,0,0,2,1,0
42767,0,1,19,0,0,1,24261,3,0,0,0,0,0
42768,0,1,23,1,0,0,203437,4,1,1,1,0,1
42769,1,2,31,0,0,0,10454,2,1,4,1,0,0
42770,1,2,24,0,1,0,132213,5,0,0,0,0,1
42771,0,2,40,1,0,1,94571,4,1,2,2,0,0
42772,1,2,46,1,1,5,132213,5,0,0,0,0,1
42773,0,2,35,0,1,1,38252,3,1,1,1,0,0
